phrase_id,n,⟨k2⟩,<d>,q
0,32,6.75,3.225806451612903,24
1,18,5.777777777777778,2.9411764705882355,16
2,32,6.125,3.6774193548387095,28
3,27,5.62962962962963,3.5384615384615383,20
4,9,4.666666666666667,2.125,6
5,13,6.0,2.9166666666666665,10
6,10,4.2,2.4444444444444446,6
7,31,5.290322580645161,3.033333333333333,24
8,16,6.25,3.1333333333333333,12
9,8,4.75,2.2857142857142856,6
10,22,6.0,3.1904761904761907,16
11,20,4.9,3.3157894736842106,14
12,17,4.588235294117647,3.25,10
13,22,5.2727272727272725,3.3333333333333335,20
14,18,5.888888888888889,3.411764705882353,14
15,11,5.818181818181818,2.7,8
16,10,4.2,2.6666666666666665,6
17,36,6.222222222222222,4.285714285714286,28
18,14,6.571428571428571,3.3846153846153846,12
19,22,5.545454545454546,3.5238095238095237,18
20,14,5.142857142857143,3.076923076923077,12
21,10,4.4,2.2222222222222223,8
22,26,5.3076923076923075,3.28,18
23,16,5.125,3.066666666666667,10
24,11,5.090909090909091,3.0,8
25,17,5.529411764705882,3.0,14
26,23,5.217391304347826,3.227272727272727,16
27,23,4.695652173913044,2.8636363636363638,16
28,12,6.166666666666667,3.6363636363636362,10
29,35,5.714285714285714,4.764705882352941,28
30,17,5.294117647058823,2.625,10
31,13,4.923076923076923,3.4166666666666665,12
32,18,5.222222222222222,2.6470588235294117,14
33,29,6.137931034482759,3.857142857142857,18
34,20,6.6,3.526315789473684,12
35,19,5.473684210526316,4.222222222222222,12
36,20,5.3,3.3157894736842106,14
37,7,4.857142857142857,2.0,6
38,7,3.7142857142857144,2.0,6
39,12,6.166666666666667,2.272727272727273,10
40,14,4.714285714285714,2.6153846153846154,10
41,6,4.0,2.0,4
42,21,5.523809523809524,3.05,16
43,39,5.846153846153846,3.6315789473684212,32
44,25,6.24,2.9166666666666665,20
45,29,5.793103448275862,2.7142857142857144,24
46,13,4.923076923076923,3.1666666666666665,12
47,27,5.185185185185185,2.6153846153846154,20
48,22,5.2727272727272725,3.6666666666666665,12
49,31,5.290322580645161,3.466666666666667,24
50,18,5.666666666666667,3.5294117647058822,14
51,19,5.7894736842105265,3.611111111111111,14
52,11,4.7272727272727275,3.1,8
53,24,5.083333333333333,3.0,18
54,12,4.5,3.4545454545454546,10
55,32,5.4375,2.6774193548387095,22
56,33,5.212121212121212,3.21875,24
57,13,4.153846153846154,2.25,6
58,18,4.777777777777778,3.176470588235294,10
59,18,7.555555555555555,3.5294117647058822,16
60,16,5.625,2.6666666666666665,14
61,14,5.571428571428571,2.8461538461538463,10
62,11,4.363636363636363,2.3,8
63,4,3.0,2.0,4
64,14,5.285714285714286,2.6153846153846154,10
65,15,5.6,3.0714285714285716,12
66,8,3.75,1.8571428571428572,6
67,25,6.56,3.7916666666666665,20
68,24,5.5,4.130434782608695,20
69,13,5.384615384615385,2.8333333333333335,10
70,27,5.62962962962963,2.8846153846153846,20
71,21,5.333333333333333,2.6,16
72,24,5.833333333333333,3.0,16
73,20,6.5,3.1578947368421053,14
74,30,6.266666666666667,4.103448275862069,28
75,11,4.363636363636363,2.8,8
76,20,5.3,3.1052631578947367,18
77,16,5.25,3.066666666666667,12
78,16,4.25,2.4,8
79,18,4.666666666666667,2.823529411764706,12
80,19,4.7368421052631575,2.8333333333333335,14
81,12,4.666666666666667,2.5454545454545454,8
82,22,5.7272727272727275,4.142857142857143,18
83,35,6.685714285714286,4.382352941176471,26
84,15,5.2,3.2857142857142856,10
85,31,5.870967741935484,2.9,22
86,33,6.0606060606060606,3.5,28
87,20,5.4,3.526315789473684,16
88,27,5.62962962962963,3.230769230769231,20
89,25,4.8,2.5833333333333335,16
90,25,4.88,3.0416666666666665,18
91,16,5.25,2.8666666666666667,12
92,26,5.076923076923077,3.24,16
93,37,6.216216216216216,6.527777777777778,30
94,19,4.7368421052631575,3.2777777777777777,14
95,33,5.757575757575758,3.9375,26
96,9,4.222222222222222,2.125,6
97,18,5.666666666666667,2.9411764705882355,14
98,34,6.352941176470588,4.0,24
99,18,5.555555555555555,2.764705882352941,16
100,18,5.555555555555555,3.0,16
101,31,5.548387096774194,3.0,24
102,18,5.222222222222222,3.411764705882353,14
103,29,5.793103448275862,3.6785714285714284,20
104,14,4.571428571428571,2.5384615384615383,8
105,34,5.647058823529412,3.787878787878788,24
106,24,5.0,2.9565217391304346,16
107,32,5.25,3.096774193548387,20
108,23,5.304347826086956,3.9545454545454546,14
109,39,5.6923076923076925,4.026315789473684,26
110,27,5.407407407407407,3.3461538461538463,18
111,13,5.384615384615385,2.6666666666666665,10
112,20,5.4,2.5789473684210527,12
113,15,5.333333333333333,2.642857142857143,12
114,10,5.2,2.5555555555555554,8
115,32,5.75,3.967741935483871,24
116,35,5.485714285714286,3.3823529411764706,24
117,23,6.086956521739131,4.045454545454546,20
118,24,5.166666666666667,2.4347826086956523,20
119,7,4.285714285714286,1.6666666666666667,6
120,19,6.2105263157894735,2.8333333333333335,18
121,11,4.363636363636363,2.1,8
122,37,6.108108108108108,4.138888888888889,30
123,14,4.857142857142857,2.3846153846153846,8
124,13,5.384615384615385,2.5,10
125,4,2.5,2.0,2
126,24,5.916666666666667,3.652173913043478,18
127,18,5.888888888888889,3.1176470588235294,14
128,18,5.555555555555555,2.411764705882353,12
129,10,5.2,2.111111111111111,8
130,16,5.375,2.533333333333333,14
131,16,4.875,2.4,10
132,12,4.333333333333333,2.8181818181818183,8
133,24,5.583333333333333,3.5217391304347827,18
134,11,5.090909090909091,2.7,8
135,18,6.222222222222222,3.176470588235294,16
136,6,3.3333333333333335,1.8,4
137,17,5.529411764705882,2.4375,14
138,30,6.2,3.0689655172413794,26
139,18,5.0,3.235294117647059,10
140,16,5.125,2.466666666666667,14
141,14,4.428571428571429,2.3076923076923075,10
142,25,5.2,3.9583333333333335,18
143,23,5.391304347826087,3.1363636363636362,16
144,30,6.0,3.6551724137931036,24
145,21,5.523809523809524,3.55,16
146,23,5.826086956521739,3.272727272727273,18
147,16,4.875,2.466666666666667,10
148,11,5.090909090909091,2.3,8
149,6,5.0,2.2,6
150,16,4.625,2.466666666666667,10
151,21,4.857142857142857,2.85,14
152,18,4.777777777777778,2.764705882352941,14
153,19,4.842105263157895,3.388888888888889,16
154,13,5.384615384615385,2.6666666666666665,10
155,19,5.7894736842105265,2.611111111111111,14
156,27,5.925925925925926,3.4615384615384617,24
157,17,5.529411764705882,2.625,10
158,26,5.3076923076923075,2.68,18
159,12,5.0,2.909090909090909,8
160,11,4.909090909090909,2.3,10
161,14,4.428571428571429,2.3846153846153846,10
162,25,5.12,2.8333333333333335,20
163,20,5.5,2.8947368421052633,14
164,12,4.833333333333333,2.090909090909091,10
165,17,4.9411764705882355,2.75,12
166,23,5.217391304347826,2.909090909090909,16
167,14,4.857142857142857,2.5384615384615383,12
168,17,5.882352941176471,3.4375,12
169,9,4.0,1.875,8
170,13,4.615384615384615,2.6666666666666665,8
171,4,3.0,2.0,4
172,24,5.5,2.8260869565217392,20
173,13,4.769230769230769,2.8333333333333335,10
174,6,3.3333333333333335,2.6,4
175,29,6.413793103448276,4.178571428571429,22
176,5,3.2,1.5,4
177,14,5.0,2.769230769230769,10
178,9,4.666666666666667,2.75,6
179,15,5.466666666666667,2.857142857142857,14
180,11,4.909090909090909,2.4,10
181,13,5.076923076923077,3.0,10
182,21,5.428571428571429,3.25,18
183,11,4.7272727272727275,2.4,8
184,16,5.5,3.0,12
185,13,5.230769230769231,2.3333333333333335,8
186,17,5.882352941176471,3.1875,12
187,5,3.2,2.25,4
188,7,4.857142857142857,2.0,6
189,16,4.625,2.6,14
190,12,4.5,2.6363636363636362,10
191,19,4.842105263157895,2.7777777777777777,16
192,23,5.391304347826087,3.1363636363636362,20
193,23,4.521739130434782,3.1363636363636362,16
194,8,3.75,2.5714285714285716,6
195,17,5.411764705882353,3.5,12
196,23,5.6521739130434785,2.8181818181818183,18
197,30,5.666666666666667,4.689655172413793,22
198,18,5.0,3.176470588235294,14
199,9,4.444444444444445,2.0,8
200,23,5.043478260869565,2.9545454545454546,16
201,29,5.172413793103448,3.2142857142857144,22
202,16,5.375,2.6666666666666665,14
203,25,4.72,2.9583333333333335,18
204,27,6.592592592592593,4.153846153846154,22
205,15,6.0,3.4285714285714284,14
206,17,5.294117647058823,3.0,14
207,23,5.478260869565218,3.4545454545454546,18
208,14,5.428571428571429,2.769230769230769,12
209,7,4.857142857142857,2.3333333333333335,6
210,17,5.294117647058823,5.25,14
211,12,5.333333333333333,3.0,8
212,27,5.777777777777778,2.923076923076923,20
213,8,4.25,2.5714285714285716,6
214,14,4.571428571428571,3.3076923076923075,12
215,14,5.714285714285714,3.4615384615384617,12
216,13,4.923076923076923,2.3333333333333335,12
217,18,5.333333333333333,2.9411764705882355,12
218,24,5.666666666666667,2.608695652173913,20
219,25,5.92,3.8333333333333335,20
220,18,6.777777777777778,2.9411764705882355,14
221,26,5.6923076923076925,2.96,20
222,26,5.923076923076923,3.08,18
223,8,5.0,2.857142857142857,8
224,6,3.6666666666666665,1.8,6
225,29,5.724137931034483,3.3214285714285716,22
226,21,5.238095238095238,2.85,18
227,21,5.809523809523809,3.15,18
228,21,5.142857142857143,3.35,12
229,10,4.2,2.111111111111111,6
230,5,3.2,1.25,4
231,28,5.785714285714286,3.5925925925925926,22
232,18,5.555555555555555,2.823529411764706,16
233,6,5.0,2.2,6
234,9,5.555555555555555,2.125,6
235,20,5.3,3.3157894736842106,14
236,18,4.888888888888889,3.588235294117647,12
237,21,5.714285714285714,3.4,16
238,29,6.275862068965517,3.0714285714285716,22
239,4,3.0,2.0,4
240,11,5.090909090909091,2.3,8
241,9,4.222222222222222,2.0,6
242,9,4.0,2.125,8
243,27,5.777777777777778,3.5,20
244,39,6.102564102564102,4.078947368421052,30
245,16,5.125,2.7333333333333334,14
246,13,4.461538461538462,2.0,10
247,18,5.666666666666667,3.0,14
248,17,5.411764705882353,3.125,12
249,9,5.777777777777778,2.125,8
250,25,5.84,2.8333333333333335,18
251,9,4.222222222222222,2.375,6
252,17,5.647058823529412,3.0625,12
253,14,5.571428571428571,2.769230769230769,10
254,18,5.666666666666667,3.176470588235294,14
255,15,6.4,2.7142857142857144,12
256,12,5.666666666666667,3.0,8
257,17,4.9411764705882355,2.375,12
258,12,4.833333333333333,2.4545454545454546,10
259,21,4.857142857142857,2.85,14
260,21,4.9523809523809526,3.4,16
261,24,6.0,2.9130434782608696,20
262,14,4.571428571428571,2.6153846153846154,12
263,30,6.2,5.172413793103448,26
264,18,4.777777777777778,2.764705882352941,10
265,17,6.588235294117647,2.75,16
266,20,6.6,3.0526315789473686,16
267,25,6.08,3.25,16
268,11,6.363636363636363,2.7,10
269,22,5.363636363636363,2.619047619047619,18
270,16,6.25,2.4,12
271,23,5.130434782608695,2.5,14
272,11,5.636363636363637,2.6,10
273,23,4.695652173913044,3.409090909090909,16
274,18,5.222222222222222,2.764705882352941,14
275,12,4.666666666666667,2.4545454545454546,8
276,7,3.4285714285714284,1.8333333333333333,4
277,33,6.0606060606060606,4.9375,24
278,18,5.0,3.0588235294117645,14
279,21,7.0476190476190474,4.05,20
280,28,6.357142857142857,3.2222222222222223,22
281,6,3.3333333333333335,2.2,4
282,14,4.857142857142857,2.4615384615384617,8
283,21,4.857142857142857,3.0,14
284,6,5.0,1.8,6
285,18,5.666666666666667,2.764705882352941,14
286,15,5.2,3.857142857142857,10
287,16,6.625,2.8,10
288,14,4.571428571428571,2.4615384615384617,8
289,10,6.0,2.6666666666666665,8
290,3,2.0,1.5,2
291,11,4.7272727272727275,2.0,8
292,14,5.857142857142857,3.3076923076923075,10
293,19,5.368421052631579,2.7777777777777777,14
294,20,5.0,3.526315789473684,16
295,9,4.666666666666667,2.625,6
296,7,4.857142857142857,2.0,6
297,19,5.7894736842105265,2.6666666666666665,14
298,13,6.0,2.5833333333333335,10
299,7,3.7142857142857144,1.6666666666666667,6
300,16,5.625,3.0,10
301,9,4.888888888888889,2.75,8
302,22,6.2727272727272725,3.3333333333333335,18
303,11,4.909090909090909,2.2,10
304,11,4.7272727272727275,2.5,8
305,15,6.933333333333334,3.7857142857142856,12
306,18,5.444444444444445,3.0588235294117645,14
307,19,4.842105263157895,2.7777777777777777,12
308,16,5.875,2.533333333333333,14
309,23,5.043478260869565,2.6818181818181817,16
310,8,5.0,2.5714285714285716,8
311,15,6.266666666666667,2.5714285714285716,10
312,19,5.684210526315789,2.7777777777777777,16
313,21,5.809523809523809,3.0,14
314,12,5.5,2.909090909090909,10
315,14,4.285714285714286,2.4615384615384617,12
316,10,5.0,2.7777777777777777,10
317,9,4.888888888888889,2.375,8
318,21,6.285714285714286,3.25,16
319,17,5.294117647058823,2.8125,14
320,9,4.888888888888889,2.25,8
321,25,5.84,3.5416666666666665,18
322,16,5.0,2.7333333333333334,12
323,22,5.636363636363637,3.380952380952381,16
324,13,6.923076923076923,2.9166666666666665,10
325,28,5.785714285714286,3.0,22
326,13,5.538461538461538,2.5833333333333335,12
327,17,4.705882352941177,4.625,12
328,16,5.375,2.7333333333333334,14
329,15,4.933333333333334,2.7142857142857144,10
330,15,4.666666666666667,2.357142857142857,10
331,17,5.529411764705882,3.1875,14
332,26,5.846153846153846,3.92,20
333,22,5.636363636363637,2.619047619047619,16
334,19,5.368421052631579,2.9444444444444446,14
335,29,5.724137931034483,3.642857142857143,22
336,21,5.714285714285714,2.95,20
337,12,5.0,3.727272727272727,8
338,16,4.875,2.8666666666666667,10
339,18,7.0,3.4705882352941178,14
340,12,4.666666666666667,2.090909090909091,8
341,19,6.105263157894737,2.611111111111111,16
342,13,6.0,3.75,10
343,11,5.090909090909091,2.2,8
344,11,4.181818181818182,2.3,10
345,19,5.157894736842105,2.4444444444444446,14
346,21,4.9523809523809526,3.1,12
347,22,5.545454545454546,2.8095238095238093,14
348,21,5.238095238095238,2.45,18
349,21,5.619047619047619,3.05,18
350,18,5.444444444444445,4.470588235294118,14
351,21,5.714285714285714,3.05,16
352,24,6.416666666666667,2.869565217391304,22
353,19,5.368421052631579,2.888888888888889,14
354,21,6.380952380952381,3.4,18
355,21,6.190476190476191,3.55,14
356,8,5.0,2.2857142857142856,8
357,9,4.666666666666667,2.875,6
358,15,5.733333333333333,2.4285714285714284,10
359,27,5.925925925925926,3.076923076923077,20
360,13,5.076923076923077,2.5,10
361,17,4.823529411764706,2.875,10
362,18,5.888888888888889,3.9411764705882355,14
363,11,4.181818181818182,2.5,6
364,11,4.545454545454546,2.0,6
365,15,5.6,2.7142857142857144,12
366,19,5.473684210526316,2.7777777777777777,16
367,9,4.666666666666667,1.625,6
368,22,5.090909090909091,3.0476190476190474,16
369,8,4.0,1.7142857142857142,8
370,14,5.0,3.3846153846153846,10
371,20,5.8,3.8947368421052633,16
372,14,5.857142857142857,2.3846153846153846,10
373,21,5.142857142857143,2.65,16
374,17,5.176470588235294,3.1875,12
375,18,4.777777777777778,2.823529411764706,14
376,26,5.3076923076923075,3.28,18
377,13,4.461538461538462,2.0,10
378,7,4.285714285714286,3.1666666666666665,6
379,12,4.5,2.6363636363636362,10
380,16,4.5,2.2666666666666666,12
381,14,4.285714285714286,2.4615384615384617,12
382,34,6.0,3.272727272727273,24
383,12,4.5,2.090909090909091,10
384,12,4.166666666666667,2.727272727272727,10
385,26,5.615384615384615,2.96,14
386,11,4.181818181818182,2.0,10
387,12,4.333333333333333,2.3636363636363638,8
388,23,6.173913043478261,3.3181818181818183,18
389,17,4.9411764705882355,2.25,12
390,17,4.705882352941177,2.625,12
391,16,5.0,2.3333333333333335,12
392,12,4.0,1.9090909090909092,8
393,9,3.7777777777777777,1.625,6
394,19,4.842105263157895,2.8333333333333335,16
395,10,4.6,2.0,6
396,31,6.064516129032258,2.9,24
397,20,5.4,3.0,16
398,23,6.0,2.909090909090909,18
399,26,4.846153846153846,3.72,18
400,18,5.777777777777778,2.3529411764705883,16
401,15,5.066666666666666,2.5714285714285716,12
