phrase_id,n,⟨k2⟩,<d>,q
0,47,6.553191489361702,4.239130434782608,40
1,21,6.0,3.2,18
2,44,6.818181818181818,3.813953488372093,36
3,38,6.368421052631579,3.7027027027027026,30
4,14,5.428571428571429,2.4615384615384617,12
5,12,5.0,2.090909090909091,8
6,9,4.666666666666667,2.5,6
7,52,5.8076923076923075,3.627450980392157,42
8,28,6.785714285714286,3.185185185185185,22
9,10,4.8,2.4444444444444446,8
10,26,5.615384615384615,3.48,22
11,22,6.2727272727272725,3.380952380952381,18
12,29,6.0,3.6785714285714284,22
13,31,5.67741935483871,3.7333333333333334,28
14,21,5.0476190476190474,2.85,18
15,17,5.294117647058823,3.0625,14
16,13,5.846153846153846,2.6666666666666665,12
17,48,6.291666666666667,5.0212765957446805,38
18,16,6.375,3.2666666666666666,14
19,26,5.538461538461538,3.68,20
20,19,4.842105263157895,3.1666666666666665,16
21,15,5.066666666666666,2.5714285714285716,12
22,40,6.4,4.615384615384615,32
23,16,5.375,3.1333333333333333,14
24,19,5.2631578947368425,3.0,12
25,18,5.444444444444445,2.8823529411764706,14
26,26,5.384615384615385,3.88,20
27,32,5.6875,3.129032258064516,26
28,16,5.625,3.6666666666666665,14
29,41,6.585365853658536,4.075,34
30,28,5.285714285714286,3.037037037037037,24
31,19,6.631578947368421,3.3333333333333335,14
32,24,5.583333333333333,3.0,18
33,36,5.888888888888889,3.2857142857142856,28
34,18,5.222222222222222,3.2941176470588234,14
35,29,5.517241379310345,4.214285714285714,24
36,26,5.230769230769231,3.0,20
37,8,5.0,2.0,8
38,11,4.363636363636363,2.5,8
39,17,5.882352941176471,2.5625,16
40,21,4.9523809523809526,2.6,16
41,8,4.75,2.0,6
42,20,6.4,3.526315789473684,12
43,45,6.711111111111111,4.136363636363637,38
44,37,5.5675675675675675,3.0277777777777777,26
45,30,5.666666666666667,3.5172413793103448,22
46,15,4.8,2.5714285714285716,12
47,34,5.588235294117647,3.0606060606060606,30
48,23,4.956521739130435,2.772727272727273,18
49,47,5.617021276595745,3.847826086956522,36
50,20,5.0,2.8947368421052633,16
51,25,5.28,3.7083333333333335,20
52,16,5.75,3.533333333333333,12
53,32,6.0625,3.2903225806451615,30
54,16,6.375,2.6,14
55,46,6.173913043478261,3.2666666666666666,36
56,45,6.222222222222222,3.590909090909091,40
57,19,4.947368421052632,2.4444444444444446,14
58,25,5.44,3.7916666666666665,20
59,21,5.904761904761905,3.1,16
60,22,5.909090909090909,4.523809523809524,18
61,18,6.222222222222222,3.176470588235294,16
62,14,4.714285714285714,2.230769230769231,10
63,4,3.0,1.3333333333333333,4
64,21,5.238095238095238,2.8,18
65,14,5.0,3.076923076923077,10
66,8,5.0,2.0,8
67,23,6.434782608695652,3.6818181818181817,20
68,26,5.538461538461538,3.48,20
69,13,5.230769230769231,2.25,12
70,34,5.705882352941177,3.8484848484848486,26
71,25,5.12,2.6666666666666665,20
72,35,6.171428571428572,3.176470588235294,28
73,31,6.193548387096774,3.566666666666667,28
74,37,5.891891891891892,4.111111111111111,30
75,16,5.375,2.8,14
76,24,7.833333333333333,4.086956521739131,20
77,22,5.545454545454546,3.0476190476190474,18
78,21,4.857142857142857,2.7,18
79,30,6.066666666666666,3.4482758620689653,22
80,22,5.818181818181818,3.3333333333333335,20
81,17,5.0588235294117645,2.5625,14
82,26,5.3076923076923075,3.68,18
83,41,5.853658536585366,3.05,32
84,17,5.647058823529412,3.1875,12
85,47,6.127659574468085,3.130434782608696,36
86,27,6.592592592592593,3.0384615384615383,22
87,26,6.153846153846154,4.68,20
88,28,5.928571428571429,3.1481481481481484,26
89,31,5.225806451612903,2.6666666666666665,26
90,32,5.5,4.806451612903226,28
91,18,5.222222222222222,3.3529411764705883,14
92,35,5.885714285714286,2.823529411764706,30
93,38,6.157894736842105,4.783783783783784,34
94,26,5.615384615384615,3.44,22
95,40,6.1,4.230769230769231,28
96,13,6.0,2.8333333333333335,10
97,21,5.904761904761905,2.7,16
98,33,5.818181818181818,3.3125,28
99,23,6.695652173913044,3.1818181818181817,18
100,23,6.782608695652174,4.045454545454546,20
101,43,5.72093023255814,3.2142857142857144,34
102,34,6.0588235294117645,3.4545454545454546,26
103,36,5.888888888888889,3.6,24
104,19,4.947368421052632,2.8333333333333335,14
105,44,5.7727272727272725,4.441860465116279,34
106,29,6.0,2.5714285714285716,22
107,41,5.560975609756097,3.5,32
108,29,6.344827586206897,3.7857142857142856,24
109,34,5.882352941176471,3.4545454545454546,28
110,30,5.266666666666667,2.793103448275862,26
111,13,6.0,2.1666666666666665,10
112,23,5.478260869565218,2.5454545454545454,18
113,22,5.090909090909091,2.6666666666666665,16
114,11,4.545454545454546,1.9,6
115,46,5.478260869565218,3.311111111111111,32
116,48,6.416666666666667,4.446808510638298,36
117,33,6.484848484848484,3.90625,26
118,37,5.945945945945946,2.888888888888889,28
119,10,4.4,2.3333333333333335,8
120,29,5.655172413793103,3.142857142857143,24
121,15,4.933333333333334,2.357142857142857,10
122,42,5.714285714285714,3.6341463414634148,32
123,23,5.913043478260869,2.8181818181818183,20
124,17,5.294117647058823,2.8125,14
125,4,2.5,2.0,2
126,25,5.76,3.5833333333333335,20
127,21,6.380952380952381,3.45,18
128,27,5.703703703703703,3.0384615384615383,22
129,15,5.466666666666667,3.0714285714285716,14
130,22,5.454545454545454,2.6666666666666665,20
131,19,5.052631578947368,2.6666666666666665,16
132,30,5.733333333333333,2.8620689655172415,20
133,30,6.8,4.344827586206897,24
134,17,7.529411764705882,3.25,16
135,31,5.935483870967742,4.233333333333333,24
136,12,4.5,2.4545454545454546,10
137,29,6.068965517241379,3.0357142857142856,24
138,40,5.95,3.6666666666666665,34
139,25,5.52,4.041666666666667,18
140,18,5.222222222222222,2.588235294117647,14
141,26,6.6923076923076925,3.44,22
142,37,5.891891891891892,5.138888888888889,30
143,21,5.238095238095238,3.65,14
144,37,6.702702702702703,4.083333333333333,36
145,22,5.545454545454546,3.2857142857142856,18
146,25,5.6,3.5416666666666665,20
147,27,5.2592592592592595,2.769230769230769,22
148,11,4.7272727272727275,2.3,8
149,5,3.2,1.75,4
150,25,5.76,2.9583333333333335,20
151,29,6.344827586206897,3.0357142857142856,24
152,37,5.45945945945946,3.0,30
153,27,5.777777777777778,2.8846153846153846,24
154,16,5.625,2.8,14
155,18,5.222222222222222,2.9411764705882355,14
156,28,5.571428571428571,3.4814814814814814,20
157,20,5.5,3.1052631578947367,18
158,36,5.555555555555555,2.8,28
159,14,4.428571428571429,2.8461538461538463,10
160,21,6.476190476190476,3.6,20
161,21,6.0,3.45,18
162,35,5.885714285714286,3.2941176470588234,30
163,27,5.777777777777778,3.5,24
164,15,5.2,2.857142857142857,10
165,20,5.1,2.8947368421052633,18
166,21,5.619047619047619,2.95,18
167,18,5.111111111111111,2.823529411764706,16
168,13,5.230769230769231,2.5,12
169,11,4.545454545454546,3.3,10
170,15,5.466666666666667,3.7142857142857144,14
171,5,4.0,1.75,4
172,30,5.866666666666666,2.896551724137931,24
173,14,5.142857142857143,3.3846153846153846,12
174,7,3.7142857142857144,2.8333333333333335,6
175,34,5.705882352941177,3.121212121212121,22
176,8,4.75,2.142857142857143,6
177,18,6.222222222222222,3.411764705882353,16
178,10,4.2,2.3333333333333335,6
179,20,5.4,3.1578947368421053,16
180,10,5.0,2.7777777777777777,10
181,12,4.5,3.090909090909091,10
182,20,6.2,3.0,16
183,24,5.75,3.4347826086956523,18
184,17,5.764705882352941,3.1875,14
185,21,4.857142857142857,3.2,18
186,24,5.833333333333333,2.869565217391304,16
187,8,4.0,3.142857142857143,8
188,8,5.0,2.2857142857142856,8
189,23,5.6521739130434785,3.0454545454545454,18
190,18,5.666666666666667,2.9411764705882355,14
191,32,5.4375,3.4838709677419355,26
192,35,5.885714285714286,3.3823529411764706,30
193,38,6.0,3.5135135135135136,28
194,7,4.857142857142857,2.0,6
195,18,5.0,3.176470588235294,14
196,25,5.12,5.208333333333333,16
197,39,6.358974358974359,4.921052631578948,28
198,25,5.68,2.75,22
199,12,4.833333333333333,2.1818181818181817,10
200,24,5.583333333333333,2.869565217391304,18
201,33,6.121212121212121,3.5625,30
202,18,6.666666666666667,3.176470588235294,16
203,36,5.722222222222222,3.4285714285714284,30
204,29,6.413793103448276,3.5357142857142856,26
205,12,5.0,3.0,8
206,16,5.125,2.4,14
207,28,5.857142857142857,3.4074074074074074,20
208,16,5.0,3.1333333333333333,12
209,5,4.0,1.75,4
210,16,5.0,2.7333333333333334,12
211,19,5.7894736842105265,3.3333333333333335,14
212,27,5.851851851851852,3.076923076923077,22
213,11,5.636363636363637,3.0,10
214,21,5.428571428571429,4.3,18
215,13,5.076923076923077,3.0,10
216,14,4.714285714285714,2.5384615384615383,10
217,19,4.947368421052632,2.6666666666666665,14
218,27,5.555555555555555,3.4615384615384617,22
219,27,5.925925925925926,3.6538461538461537,20
220,32,5.8125,3.3225806451612905,26
221,30,5.8,3.2413793103448274,26
222,31,6.32258064516129,3.566666666666667,24
223,6,3.6666666666666665,2.2,6
224,9,4.666666666666667,2.25,6
225,35,6.628571428571429,3.4411764705882355,28
226,34,6.764705882352941,3.8181818181818183,30
227,22,5.7272727272727275,2.9047619047619047,18
228,32,6.3125,3.903225806451613,30
229,9,4.0,2.125,8
230,5,3.2,1.25,4
231,32,6.0,4.580645161290323,28
232,30,6.066666666666666,4.344827586206897,26
233,10,4.8,2.888888888888889,8
234,10,4.4,2.5555555555555554,8
235,29,6.413793103448276,3.107142857142857,26
236,21,6.095238095238095,3.45,16
237,21,5.428571428571429,2.75,18
238,30,5.933333333333334,3.4482758620689653,22
239,3,2.0,1.5,2
240,14,5.285714285714286,2.3076923076923075,10
241,12,4.5,2.727272727272727,10
242,10,4.4,2.111111111111111,8
243,37,5.621621621621622,3.7222222222222223,28
244,52,6.3076923076923075,5.176470588235294,40
245,26,6.615384615384615,3.4,20
246,21,5.619047619047619,2.8,18
247,25,5.68,3.0,18
248,22,5.909090909090909,4.428571428571429,18
249,15,5.066666666666666,2.4285714285714284,12
250,26,6.384615384615385,3.36,22
251,11,5.2727272727272725,2.3,10
252,22,4.909090909090909,3.6666666666666665,16
253,12,5.0,2.4545454545454546,8
254,21,6.476190476190476,3.4,16
255,18,6.222222222222222,2.8823529411764706,16
256,13,5.076923076923077,2.6666666666666665,10
257,17,4.823529411764706,3.5,14
258,18,6.666666666666667,4.0588235294117645,16
259,43,5.5813953488372094,3.1904761904761907,32
260,25,5.52,3.375,18
261,32,5.8125,3.064516129032258,26
262,21,5.238095238095238,2.95,14
263,32,5.5625,3.7419354838709675,26
264,27,5.62962962962963,4.1923076923076925,24
265,23,5.739130434782608,3.409090909090909,16
266,22,5.454545454545454,2.9523809523809526,16
267,30,5.533333333333333,3.2413793103448274,26
268,12,5.166666666666667,2.727272727272727,10
269,21,5.0476190476190474,2.7,14
270,18,5.888888888888889,2.5294117647058822,14
271,29,5.724137931034483,2.9285714285714284,22
272,18,5.222222222222222,2.9411764705882355,14
273,32,5.6875,3.5161290322580645,26
274,23,5.739130434782608,3.409090909090909,20
275,26,5.461538461538462,3.24,22
276,9,4.222222222222222,1.875,6
277,37,5.621621621621622,3.3055555555555554,24
278,13,6.0,2.8333333333333335,10
279,36,7.944444444444445,5.085714285714285,34
280,33,5.575757575757576,3.75,28
281,7,3.4285714285714284,2.1666666666666665,4
282,16,5.375,2.2,14
283,22,5.0,3.7142857142857144,18
284,5,3.2,1.25,4
285,25,5.84,3.2916666666666665,18
286,22,5.7272727272727275,3.9047619047619047,18
287,15,6.0,2.7857142857142856,14
288,16,4.875,3.933333333333333,10
289,11,5.818181818181818,2.4,8
290,4,2.5,2.0,2
291,14,5.285714285714286,2.6153846153846154,10
292,13,4.923076923076923,2.5,8
293,31,6.903225806451613,3.2333333333333334,26
294,26,5.3076923076923075,3.0,18
295,14,5.285714285714286,2.4615384615384617,10
296,11,5.818181818181818,2.7,8
297,31,5.741935483870968,3.2333333333333334,26
298,16,4.875,2.2666666666666666,10
299,9,4.444444444444445,2.0,8
300,18,5.333333333333333,2.764705882352941,12
301,9,4.888888888888889,2.625,8
302,28,6.571428571428571,5.037037037037037,24
303,17,5.647058823529412,2.625,12
304,16,5.0,2.933333333333333,12
305,13,5.6923076923076925,3.1666666666666665,10
306,27,5.481481481481482,3.3461538461538463,20
307,21,5.714285714285714,2.8,16
308,20,5.9,2.6842105263157894,18
309,39,6.461538461538462,3.0526315789473686,32
310,9,4.222222222222222,2.375,6
311,18,5.555555555555555,2.588235294117647,16
312,24,6.083333333333333,2.739130434782609,18
313,27,6.074074074074074,3.423076923076923,24
314,17,6.0,2.8125,14
315,16,5.0,2.3333333333333335,12
316,16,5.625,2.6,14
317,13,5.6923076923076925,2.5833333333333335,10
318,28,5.928571428571429,3.259259259259259,22
319,22,5.7272727272727275,2.857142857142857,18
320,12,5.5,2.5454545454545454,10
321,29,6.275862068965517,3.357142857142857,22
322,19,5.2631578947368425,2.611111111111111,12
323,33,6.0,3.40625,26
324,14,5.714285714285714,2.769230769230769,12
325,33,7.393939393939394,3.34375,28
326,15,5.6,2.2857142857142856,12
327,24,5.25,4.478260869565218,18
328,23,5.739130434782608,3.0,20
329,20,5.2,3.526315789473684,16
330,18,5.0,2.588235294117647,14
331,27,5.62962962962963,4.1923076923076925,24
332,30,5.733333333333333,2.8620689655172415,24
333,32,5.8125,3.064516129032258,26
334,22,6.0,3.0,20
335,26,5.384615384615385,3.4,20
336,23,6.086956521739131,3.0454545454545454,20
337,15,5.066666666666666,3.2142857142857144,12
338,20,6.1,2.6315789473684212,18
339,20,5.9,4.631578947368421,18
340,15,5.866666666666666,2.4285714285714284,12
341,24,5.0,3.347826086956522,20
342,21,5.809523809523809,3.7,18
343,13,4.615384615384615,2.3333333333333335,8
344,19,5.473684210526316,2.4444444444444446,16
345,29,5.448275862068965,3.0,22
346,30,5.266666666666667,3.9310344827586206,22
347,28,5.357142857142857,2.925925925925926,22
348,24,5.833333333333333,3.0,20
349,27,5.851851851851852,3.3076923076923075,22
350,25,6.64,4.625,22
351,23,5.565217391304348,3.3181818181818183,16
352,30,5.866666666666666,3.2758620689655173,24
353,24,5.25,3.130434782608696,18
354,29,6.137931034482759,4.071428571428571,22
355,24,6.583333333333333,4.173913043478261,14
356,12,5.666666666666667,2.4545454545454546,8
357,8,4.75,2.7142857142857144,6
358,16,5.0,2.7333333333333334,12
359,33,5.757575757575758,3.25,26
360,15,5.333333333333333,3.5,12
361,23,5.739130434782608,2.8181818181818183,20
362,19,5.473684210526316,2.611111111111111,16
363,15,4.666666666666667,2.857142857142857,14
364,13,4.769230769230769,2.1666666666666665,10
365,23,6.782608695652174,2.9545454545454546,20
366,20,6.0,2.9473684210526314,16
367,10,4.4,1.8888888888888888,8
368,28,5.714285714285714,3.4444444444444446,20
369,8,4.0,2.857142857142857,8
370,15,5.2,2.357142857142857,10
371,22,6.2727272727272725,3.380952380952381,18
372,17,5.764705882352941,2.9375,14
373,21,5.142857142857143,2.8,16
374,24,6.333333333333333,3.9565217391304346,20
375,30,5.333333333333333,2.896551724137931,24
376,29,6.620689655172414,4.392857142857143,20
377,22,5.2727272727272725,2.857142857142857,16
378,11,4.545454545454546,2.2,6
379,19,6.105263157894737,3.0555555555555554,16
380,17,5.0588235294117645,2.5625,14
381,20,5.5,3.4210526315789473,18
382,40,6.15,3.358974358974359,30
383,19,5.473684210526316,2.888888888888889,12
384,14,5.0,2.6923076923076925,14
385,38,6.0,3.324324324324324,32
386,13,4.769230769230769,2.4166666666666665,10
387,16,4.625,2.3333333333333335,10
388,19,5.684210526315789,2.8333333333333335,16
389,18,6.444444444444445,2.4705882352941178,16
390,22,5.2727272727272725,2.761904761904762,16
391,25,5.36,2.7083333333333335,18
392,15,4.533333333333333,2.142857142857143,12
393,16,4.75,2.3333333333333335,12
394,26,5.384615384615385,2.92,24
395,16,4.875,2.2,14
396,34,6.0588235294117645,3.272727272727273,26
397,23,6.0,2.6363636363636362,18
398,27,6.074074074074074,3.0384615384615383,20
399,42,6.428571428571429,3.707317073170732,34
400,29,5.931034482758621,2.892857142857143,20
401,15,5.866666666666666,2.5714285714285716,12
402,23,5.391304347826087,2.8636363636363638,16
403,19,5.368421052631579,2.611111111111111,14
404,33,5.878787878787879,3.46875,26
405,21,4.761904761904762,3.0,16
406,38,6.421052631578948,3.2432432432432434,32
407,17,5.176470588235294,2.9375,12
408,30,5.933333333333334,4.310344827586207,22
409,19,4.947368421052632,2.388888888888889,14
410,18,5.888888888888889,2.4705882352941178,14
411,43,5.953488372093023,3.357142857142857,36
412,32,6.1875,3.6129032258064515,26
413,28,5.357142857142857,3.6296296296296298,22
414,28,5.714285714285714,2.925925925925926,20
415,54,5.62962962962963,4.622641509433962,44
416,24,5.416666666666667,3.347826086956522,22
417,12,4.5,2.1818181818181817,6
418,23,5.826086956521739,3.090909090909091,22
419,36,5.944444444444445,5.914285714285715,30
420,35,5.942857142857143,3.735294117647059,28
